Andy Dalton,220,26,74,"('Texas Christian', '')",Cincinnati Bengals,"('QB', 'B')"
James Davidson,235,23,75,"('Texas-El Paso', '')",Cincinnati Bengals,"('LB', 'B')"
Darqueze Dennard,197,22,71,"('Michigan State', '')",Cincinnati Bengals,"('CB', 'B')"
Jayson DiManche,240,23,73,"('Southern Illinois', '')",Cincinnati Bengals,"('LB', 'B')"
Carlos Dunlap,280,25,78,"('Florida', '')",Cincinnati Bengals,"('DE', 'E')"
Tyler Eifert,250,23,78,"('Notre Dame', '')",Cincinnati Bengals,"('TE', 'E')"
Curtis Feigt,314,0,79,"('West Virginia', '')",Cincinnati Bengals,"('T', '')"
Marquis Flowers,233,22,75,"('Arizona', '')",Cincinnati Bengals,"('LB', 'B')"
Dan France,312,23,78,"('Michigan State', '')",Cincinnati Bengals,"('T', '')"
Robert Geathers,280,30,75,"('Georgia', '')",Cincinnati Bengals,"('DE', 'E')"
Wallace Gilberry,275,29,74,"('Alabama', '')",Cincinnati Bengals,"('DE', 'E')"
A.J. Green,207,25,76,"('Georgia', '')",Cincinnati Bengals,"('WR', 'R')"
BenJarvus Green-Ellis,220,28,71,"('Mississippi', '')",Cincinnati Bengals,"('RB', 'B')"
Jermaine Gresham,260,26,77,"('Oklahoma', '')",Cincinnati Bengals,"('TE', 'E')"
Leon Hall,195,29,71,"('Michigan', '')",Cincinnati Bengals,"('CB', 'B')"
Cobi Hamilton,205,23,74,"('Arkansas', '')",Cincinnati Bengals,"('WR', 'R')"
Victor Hampton,202,22,70,"('South Carolina', '')",Cincinnati Bengals,"('CB', 'B')"
Clark Harris,245,29,77,"('Rutgers', '')",Cincinnati Bengals,"('LS', 'S')"
Tanner Hawkinson,300,24,77,"('Kansas', '')",Cincinnati Bengals,"('G', '')"
Ryan Hewitt,246,0,76,"('Stanford', '')",Cincinnati Bengals,"('TE', 'E')"
Jeremy Hill,235,21,73,"('LSU', '')",Cincinnati Bengals,"('RB', 'B')"
Trey Hopkins,300,0,76,"('Texas', '')",Cincinnati Bengals,"('G', '')"
Kevin Huber,212,28,73,"('Cincinnati', '')",Cincinnati Bengals,"('P', '')"
Margus Hunt,280,26,80,"('Southern Methodist', '')",Cincinnati Bengals,"('DE', 'E')"
George Iloka,217,24,76,"('Boise State', '')",Cincinnati Bengals,"('SS', 'S')"
T.J. Johnson,310,23,76,"('South Carolina', '')",Cincinnati Bengals,"('C', '')"
Brandon Joiner,240,25,75,"('Arkansas State', '')",Cincinnati Bengals,"('LB', 'B')"
Adam Jones,180,30,70,"('West Virginia', '')",Cincinnati Bengals,"('CB', 'B')"
Marvin Jones,195,24,74,"('California', '')",Cincinnati Bengals,"('WR', 'R')"
David King,285,24,76,"('Oklahoma', '')",Cincinnati Bengals,"('DE', 'E')"
Dre Kirkpatrick,185,24,74,"('Alabama', '')",Cincinnati Bengals,"('CB', 'B')"
Emmanuel Lamur,240,25,76,"('Kansas State', '')",Cincinnati Bengals,"('LB', 'B')"
Isaiah Lewis,205,22,70,"('Michigan', '')",Cincinnati Bengals,"('SS', 'S')"
Chris Lewis-Harris,180,25,70,"('Tennessee-Chattanooga', '')",Cincinnati Bengals,"('CB', 'B')"
Colin Lockett,185,23,72,"('San Diego State', '')",Cincinnati Bengals,"('WR', 'R')"
Danieal Manning,212,31,71,"('Abilene Christian', '')",Cincinnati Bengals,"('SS', 'S')"
Rey Maualuga,255,27,74,"('USC', '')",Cincinnati Bengals,"('MLB', 'LB')"
Taylor Mays,220,26,75,"('USC', '')",Cincinnati Bengals,"('FS', 'S')"
Onterio McCalebb,170,24,70,"('Auburn', '')",Cincinnati Bengals,"('DB', 'B')"
AJ McCarron,214,23,75,"('Alabama', '')",Cincinnati Bengals,"('QB', 'B')"
Zach Minter,297,23,73,"('Montana State', '')",Cincinnati Bengals,"('DT', 'T')"
Dontay Moch,255,25,74,"('Nevada', '')",Cincinnati Bengals,"('LB', 'B')"
Sam Montgomery,260,24,75,"('LSU', '')",Cincinnati Bengals,"('LB', 'B')"
Reggie Nelson,210,30,71,"('Florida', '')",Cincinnati Bengals,"('FS', 'S')"
Alex Neutz,205,0,75,"('Buffalo', '')",Cincinnati Bengals,"('WR', 'R')"
Marshall Newhouse,319,25,76,"('Texas Christian', '')",Cincinnati Bengals,"('T', '')"
Terence Newman,192,35,70,"('Kansas State', '')",Cincinnati Bengals,"('CB', 'B')"
Mike Nugent,190,32,70,"('Ohio State', '')",Cincinnati Bengals,"('K', '')"
Cedric Peerman,211,27,70,"('Virginia', '')",Cincinnati Bengals,"('RB', 'B')"
Domata Peko,322,29,75,"('Michigan State', '')",Cincinnati Bengals,"('DT', 'T')"
Mike Pollak,300,29,75,"('Arizona State', '')",Cincinnati Bengals,"('G', '')"
Sean Porter,237,23,73,"('Texas A&M', '')",Cincinnati Bengals,"('OLB', 'LB')"
Vincent Rey,250,26,74,"('Duke', '')",Cincinnati Bengals,"('MLB', 'LB')"
Trevor Robinson,300,24,77,"('Notre Dame', '')",Cincinnati Bengals,"('C', '')"
Mohamed Sanu,210,24,74,"('Rutgers', '')",Cincinnati Bengals,"('WR', 'R')"
Dane Sanzenbacher,184,25,71,"('Ohio State', '')",Cincinnati Bengals,"('WR', 'R')"
J.K. Schaffer,232,24,72,"('Cincinnati', '')",Cincinnati Bengals,"('LB', 'B')"
Matt Scott,212,23,75,"('Arizona', '')",Cincinnati Bengals,"('QB', 'B')"
Quinn Sharp,189,24,73,"('Oklahoma State', '')",Cincinnati Bengals,"('K', '')"
Andre Smith,335,27,76,"('Alabama', '')",Cincinnati Bengals,"('T', '')"
Alex Smith,250,32,76,"('Stanford', '')",Cincinnati Bengals,"('TE', 'E')"
R.J. Stanford,190,26,70,"('Utah', '')",Cincinnati Bengals,"('DB', 'B')"
Devon Still,320,24,77,"('Penn State', '')",Cincinnati Bengals,"('DT', 'T')"
Will Svitek,310,32,78,"('Stanford', '')",Cincinnati Bengals,"('T', '')"
Brandon Thompson,325,24,74,"('Clemson', '')",Cincinnati Bengals,"('DT', 'T')"
Lavelle Westbrooks,185,0,72,"('Georgia Southern', '')",Cincinnati Bengals,"('CB', 'B')"
Ryan Whalen,200,24,73,"('Stanford', '')",Cincinnati Bengals,"('WR', 'R')"
Nikita Whitlock,250,23,71,"('Wake Forest', '')",Cincinnati Bengals,"('RB', 'B')"
Andrew Whitworth,335,32,79,"('LSU', '')",Cincinnati Bengals,"('T', '')"
James Wilder Jr.,229,22,73,"('Florida State', '')",Cincinnati Bengals,"('RB', 'B')"
Shawn Williams,211,23,72,"('Georgia', '')",Cincinnati Bengals,"('SS', 'S')"
James Wright,203,0,73,"('LSU', '')",Cincinnati Bengals,"('WR', 'R')"
Kevin Zeitler,315,24,76,"('Wisconsin', '')",Cincinnati Bengals,"('G', '')"
Royce Adams,190,26,72,"('Purdue', '')",Cleveland Browns,"('WR', 'R')"
Ray Agnew,247,23,70,"('Southern Illinois', '')",Cleveland Browns,"('RB', 'B')"
Anthony Armstrong,184,31,71,"('West Texas A&M', '')",Cleveland Browns,"('WR', 'R')"
Josh Aubrey,200,23,70,"('Stephen F. Austin St.', '')",Cleveland Browns,"('DB', 'B')"
Miles Austin,216,29,74,"('Monmouth (N.J.)', '')",Cleveland Browns,"('WR', 'R')"
Johnson Bademosi,200,23,72,"('Stanford', '')",Cleveland Browns,"('CB', 'B')"
Edwin Baker,215,23,68,"('Michigan State', '')",Cleveland Browns,"('RB', 'B')"
Calvin Barnett,317,22,74,"('Oklahoma State', '')",Cleveland Browns,"('DT', 'T')"
Gary Barnidge,250,28,77,"('Louisville', '')",Cleveland Browns,"('TE', 'E')"
Travis Benjamin,175,24,70,"('Miami (Fla.)', '')",Cleveland Browns,"('WR', 'R')"
Aaron Berry,180,25,71,"('Pittsburgh', '')",Cleveland Browns,"('DB', 'B')"
Joel Bitonio,307,22,76,"('Nevada', '')",Cleveland Browns,"('OT', 'T')"
Jourdan Brooks,230,25,72,"('Morgan State', '')",Cleveland Browns,"('RB', 'B')"
Armonty Bryant,265,24,76,"('East Central (OK)', '')",Cleveland Browns,"('DE', 'E')"
Desmond Bryant,310,28,78,"('Harvard', '')",Cleveland Browns,"('DE', 'E')"
Nate Burleson,198,32,72,"('Nevada', '')",Cleveland Browns,"('WR', 'R')"
Jordan Cameron,245,25,77,"('USC', '')",Cleveland Browns,"('TE', 'E')"
Tank Carder,235,25,74,"('Texas Christian', '')",Cleveland Browns,"('ILB', 'LB')"
Darwin Cook,195,22,71,"('West Virginia', '')",Cleveland Browns,"('DB', 'B')"
Isaiah Crowell,225,21,71,"('Alabama State', '')",Cleveland Browns,"('RB', 'B')"
Karlos Dansby,250,32,76,"('Auburn', '')",Cleveland Browns,"('ILB', 'LB')"
Pierre Desir,195,23,73,"('Lindenwood', '')",Cleveland Browns,"('CB', 'B')"
Zac Diles,245,29,74,"('Kansas State', '')",Cleveland Browns,"('LB', 'B')"
Jim Dray,255,27,77,"('Stanford', '')",Cleveland Browns,"('TE', 'E')"
Darius Eubanks,225,22,74,"('Georgia Southern', '')",Cleveland Browns,"('ILB', 'LB')"
Chris Faulk,330,24,78,"('LSU', '')",Cleveland Browns,"('OT', 'T')"
Reid Fragel,305,23,80,"('Ohio State', '')",Cleveland Browns,"('OT', 'T')"
Taylor Gabriel,167,23,68,"('Abilene Christian', '')",Cleveland Browns,"('WR', 'R')"
Justin Gilbert,200,22,72,"('Oklahoma State', '')",Cleveland Browns,"('CB', 'B')"
Garrett Gilkey,320,23,78,"('Chadron State', '')",Cleveland Browns,"('G', '')"
Tashaun Gipson,205,23,71,"('Wyoming', '')",Cleveland Browns,"('FS', 'S')"
Josh Gordon,225,23,75,"('Baylor', '')",Cleveland Browns,"('WR', 'R')"
MarQueis Gray,250,24,76,"('Minnesota', '')",Cleveland Browns,"('TE', 'E')"
John Greco,315,29,76,"('Toledo', '')",Cleveland Browns,"('G', '')"
Joe Haden,190,25,71,"('Florida', '')",Cleveland Browns,"('CB', 'B')"
Randall Harris,296,22,75,"('Towson', '')",Cleveland Browns,"('T', '')"
Andrew Hawkins,180,28,67,"('Toledo', '')",Cleveland Browns,"('WR', 'R')"
T.J. Heath,184,26,73,"('Jacksonville State', '')",Cleveland Browns,"('DB', 'B')"
Cam Henderson,245,24,77,"('Central Florida', '')",Cleveland Browns,"('DE', 'E')"
Brian Hoyer,215,28,74,"('Michigan State', '')",Cleveland Browns,"('QB', 'B')"
John Hughes,320,26,74,"('Cincinnati', '')",Cleveland Browns,"('DE', 'E')"
Charles Johnson,215,25,74,"('Grand Valley State', '')",Cleveland Browns,"('WR', 'R')"
Chandler Jones,185,22,69,"('San Jose State', '')",Cleveland Browns,"('WR', 'R')"
Christian Kirksey,234,21,74,"('Iowa', '')",Cleveland Browns,"('OLB', 'LB')"
Ishmaa'ily Kitchen,330,25,73,"('Kent State', '')",Cleveland Browns,"('NT', 'T')"
Jonathan Krause,190,22,71,"('Vanderbilt', '')",Cleveland Browns,"('WR', 'R')"
Paul Kruger,270,28,76,"('Utah', '')",Cleveland Browns,"('OLB', 'LB')"
Spencer Lanning,200,26,71,"('South Carolina', '')",Cleveland Browns,"('P', '')"
Dion Lewis,195,23,68,"('Pittsburgh', '')",Cleveland Browns,"('RB', 'B')"
Alex Mack,311,28,76,"('California', '')",Cleveland Browns,"('C', '')"
Brandon Magee,255,23,71,"('Arizona State', '')",Cleveland Browns,"('OLB', 'LB')"
Johnny Manziel,210,21,72,"('Texas A&M', '')",Cleveland Browns,"('QB', 'B')"
Eric Martin,250,22,74,"('Nebraska', '')",Cleveland Browns,"('LB', 'B')"
Jacobbi McDaniel,293,24,72,"('Florida State', '')",Cleveland Browns,"('DT', 'T')"
Leon McFadden,195,23,69,"('San Diego State', '')",Cleveland Browns,"('CB', 'B')"
Paul McQuistan,315,31,78,"('Weber State', '')",Cleveland Browns,"('T', '')"
Keavon Milton,293,23,76,"('Louisiana-Monroe', '')",Cleveland Browns,"('TE', 'E')"
Barkevious Mingo,240,23,76,"('LSU', '')",Cleveland Browns,"('OLB', 'LB')"
Robert Nelson,175,24,69,"('Arizona State', '')",Cleveland Browns,"('DB', 'B')"
James Oboh,250,22,76,"('Towson', '')",Cleveland Browns,"('TE', 'E')"
Chris Ogbonnaya,225,28,72,"('Texas', '')",Cleveland Browns,"('RB', 'B')"
Emmanuel Ogbuehi,250,23,75,"('Georgia State', '')",Cleveland Browns,"('TE', 'E')"
Alex Parsons,316,26,76,"('USC', '')",Cleveland Browns,"('OG', 'G')"
Jason Pinkston,305,26,76,"('Pittsburgh', '')",Cleveland Browns,"('G', '')"
Jordan Poyer,191,23,72,"('Oregon State', '')",Cleveland Browns,"('CB', 'B')"
Craig Robertson,234,26,73,"('North Texas', '')",Cleveland Browns,"('ILB', 'LB')"
Jake Rogers,217,27,76,"('Cincinnati', '')",Cleveland Browns,"('K', '')"
Ahtyba Rubin,330,27,74,"('Iowa State', '')",Cleveland Browns,"('DE', 'E')"
Mitchell Schwartz,320,25,77,"('California', '')",Cleveland Browns,"('T', '')"
Connor Shaw,210,22,73,"('South Carolina', '')",Cleveland Browns,"('QB', 'B')"
Kenny Shaw,180,22,71,"('Florida State', '')",Cleveland Browns,"('WR', 'R')"
Jabaal Sheard,255,25,74,"('Pittsburgh', '')",Cleveland Browns,"('OLB', 'LB')"
Buster Skrine,185,25,69,"('Tennessee-Chattanooga', '')",Cleveland Browns,"('CB', 'B')"
Andre Smith,270,25,77,"('Virginia Tech', '')",Cleveland Browns,"('TE', 'E')"
Willie Snead,195,21,71,"('Ball State', '')",Cleveland Browns,"('WR', 'R')"
Justin Staples,245,24,76,"('Illinois', '')",Cleveland Browns,"('DE', 'E')"
Ben Tate,217,25,71,"('Auburn', '')",Cleveland Browns,"('RB', 'B')"
Phillip Taylor,335,26,75,"('Baylor', '')",Cleveland Browns,"('NT', 'T')"
Tyler Thigpen,218,30,73,"('Coastal Carolina', '')",Cleveland Browns,"('QB', 'B')"
Joe Thomas,312,29,78,"('Wisconsin', '')",Cleveland Browns,"('T', '')"
Isaiah Trufant,170,31,68,"('Eastern Washington', '')",Cleveland Browns,"('DB', 'B')"
Conner Vernon,192,23,72,"('Duke', '')",Cleveland Browns,"('WR', 'R')"
Martin Wallace,305,24,78,"('Temple', '')",Cleveland Browns,"('T', '')"
Jeremiah Warren,320,26,76,"('South Florida', '')",Cleveland Browns,"('G', '')"
Terrance West,223,23,71,"('Towson', '')",Cleveland Browns,"('RB', 'B')"
Donte Whitner,208,28,70,"('Ohio State', '')",Cleveland Browns,"('SS', 'S')"
K'Waun Williams,195,22,70,"('Pittsburgh', '')",Cleveland Browns,"('DB', 'B')"
Billy Winn,295,25,76,"('Boise State', '')",Cleveland Browns,"('DE', 'E')"
Christian Yount,256,25,73,"('UCLA', '')",Cleveland Browns,"('LS', 'S')"
Mike Adams,323,24,79,"('Ohio State', '')",Pittsburgh Steelers,"('T', '')"
Alvester Alexander,204,23,71,"('Wyoming', '')",Pittsburgh Steelers,"('RB', 'B')"
Cortez Allen,196,25,73,"('The Citadel', '')",Pittsburgh Steelers,"('CB', 'B')"
Will Allen,203,32,73,"('Ohio State', '')",Pittsburgh Steelers,"('SS', 'S')"
Dri Archer,179,22,68,"('Kent State', '')",Pittsburgh Steelers,"('RB', 'B')"
Brian Arnfelt,298,24,76,"('Northwestern', '')",Pittsburgh Steelers,"('DE', 'E')"
Kelvin Beachum,303,25,75,"('Southern Methodist', '')",Pittsburgh Steelers,"('T', '')"
Le'Veon Bell,244,22,73,"('Michigan State', '')",Pittsburgh Steelers,"('RB', 'B')"
Antwon Blake,198,23,69,"('Texas-El Paso', '')",Pittsburgh Steelers,"('DB', 'B')"
Rob Blanchflower,260,24,76,"('Massachusetts', '')",Pittsburgh Steelers,"('TE', 'E')"
LeGarrette Blount,250,27,72,"('Oregon', '')",Pittsburgh Steelers,"('RB', 'B')"
Antonio Brown,186,25,70,"('Central Michigan', '')",Pittsburgh Steelers,"('WR', 'R')"
Justin Brown,209,23,75,"('Oklahoma', '')",Pittsburgh Steelers,"('WR', 'R')"
Bryant Browning,325,25,76,"('Ohio State', '')",Pittsburgh Steelers,"('OG', 'G')"
Martavis Bryant,200,22,76,"('Clemson', '')",Pittsburgh Steelers,"('WR', 'R')"
Chris Carter,248,25,73,"('Fresno State', '')",Pittsburgh Steelers,"('OLB', 'LB')"
Danny Coale,187,25,72,"('Virginia Tech', '')",Pittsburgh Steelers,"('WR', 'R')"
Jordan Dangerfield,200,23,71,"('Towson', '')",Pittsburgh Steelers,"('DB', 'B')"
Bryce Davis,245,25,75,"('Central Oklahoma', '')",Pittsburgh Steelers,"('LS', 'S')"
David DeCastro,316,24,77,"('Stanford', '')",Pittsburgh Steelers,"('G', '')"
Chris Elkins,300,0,76,"('Youngstown State', '')",Pittsburgh Steelers,"('C', '')"
Hebron Fangupo,324,28,72,"('Brigham Young', '')",Pittsburgh Steelers,"('DT', 'T')"
Ramon Foster,325,28,78,"('Tennessee', '')",Pittsburgh Steelers,"('G', '')"
Terence Garvin,221,23,75,"('West Virginia', '')",Pittsburgh Steelers,"('ILB', 'LB')"
William Gay,190,29,70,"('Louisville', '')",Pittsburgh Steelers,"('CB', 'B')"
Marcus Gilbert,330,26,78,"('Florida', '')",Pittsburgh Steelers,"('T', '')"
Robert Golden,202,23,71,"('Arizona', '')",Pittsburgh Steelers,"('SAF', 'AF')"
C.J. Goodwin,190,0,75,"('California (PA)', '')",Pittsburgh Steelers,"('WR', 'R')"
Bruce Gradkowski,220,31,73,"('Toledo', '')",Pittsburgh Steelers,"('QB', 'B')"
Isaiah Green,180,24,70,"('Fresno State', '')",Pittsburgh Steelers,"('DB', 'B')"
Jordan Hall,191,0,69,"('Ohio State', '')",Pittsburgh Steelers,"('RB', 'B')"
Ethan Hemer,285,0,78,"('Wisconsin', '')",Pittsburgh Steelers,"('DT', 'T')"
Cameron Heyward,288,25,77,"('Ohio State', '')",Pittsburgh Steelers,"('DE', 'E')"
Darrius Heyward-Bey,219,27,74,"('Maryland', '')",Pittsburgh Steelers,"('WR', 'R')"
Christopher Hubbard,285,23,76,"('Alabama-Birmingham', '')",Pittsburgh Steelers,"('G', '')"
Wesley Johnson,295,23,77,"('Vanderbilt', '')",Pittsburgh Steelers,"('C', '')"
